n,alphaTarget,wallHandAlpha,whAlphaScaled,whBlendT_bp,turnBlockT,dtRowOK
1702,0.000,0.000,0.000,0.000,0.000,-1
1703,0.000,0.000,0.000,0.000,0.000,-1
1704,0.000,0.000,0.000,0.000,0.000,-1
1705,0.000,0.000,0.000,0.000,0.000,-1
1706,0.000,0.000,0.000,0.000,0.000,-1
1707,0.000,0.000,0.000,0.000,0.000,-1
1708,0.000,0.000,0.000,0.000,0.000,-1
1709,0.000,0.000,0.000,0.000,0.000,-1
1710,0.000,0.000,0.000,0.000,0.000,-1
1711,0.000,0.000,0.000,0.000,0.000,-1
1712,0.000,0.000,0.000,0.000,0.000,-1
1713,0.000,0.000,0.000,0.000,0.000,-1
1714,0.000,0.000,0.000,0.000,0.000,-1
1715,0.000,0.000,0.000,0.000,0.000,-1
1716,0.000,0.000,0.000,0.000,0.000,-1
1717,0.000,0.000,0.000,0.000,0.000,-1
1718,0.000,0.000,0.000,0.000,0.000,-1
1719,0.000,0.000,0.000,0.000,0.000,-1
1720,0.000,0.000,0.000,0.000,0.000,-1
1721,0.000,0.000,0.000,0.000,0.000,-1
1722,0.000,0.000,0.000,0.000,0.000,-1
1723,0.000,0.000,0.000,0.000,0.000,-1
1724,0.000,0.000,0.000,0.000,0.000,-1
1725,0.000,0.000,0.000,0.000,0.000,-1
1726,0.000,0.000,0.000,0.000,0.000,-1
1727,0.000,0.000,0.000,0.000,0.000,-1
1728,0.000,0.000,0.000,0.000,0.000,-1
1729,0.000,0.000,0.000,0.000,0.000,-1
1730,0.000,0.000,0.000,0.000,0.000,-1
1731,0.000,0.000,0.000,0.000,0.000,-1
1732,0.000,0.000,0.000,0.000,0.000,-1
1733,0.000,0.000,0.000,0.000,0.000,-1
1734,0.000,0.000,0.000,0.000,0.000,-1
1735,0.000,0.000,0.000,0.000,0.000,-1
1736,0.000,0.000,0.000,0.000,0.000,-1
1737,0.000,0.000,0.000,0.000,0.000,-1
1738,0.000,0.000,0.000,0.000,0.000,-1
1739,0.000,0.000,0.000,0.000,0.000,-1
1740,0.000,0.000,0.000,0.000,0.000,-1
1741,0.000,0.000,0.000,0.000,0.000,-1
1742,0.000,0.000,0.000,0.000,0.000,-1
1743,0.000,0.000,0.000,0.000,0.000,-1
1744,0.000,0.000,0.000,0.000,0.000,-1
1745,0.000,0.000,0.000,0.000,0.000,-1
1746,0.000,0.000,0.000,0.000,0.000,-1
1747,0.000,0.000,0.000,0.000,0.000,-1
1748,0.000,0.000,0.000,0.000,0.000,-1
1749,0.000,0.000,0.000,0.000,0.000,-1
1750,0.000,0.000,0.000,0.000,0.000,-1
1751,0.000,0.000,0.000,0.000,0.000,-1
1752,0.000,0.000,0.000,0.000,0.000,-1
1753,0.000,0.000,0.000,0.000,0.000,-1
1754,0.000,0.000,0.000,0.000,0.000,-1
1755,0.000,0.000,0.000,0.000,0.000,-1
1756,0.000,0.000,0.000,0.000,0.000,-1
1757,0.000,0.000,0.000,0.000,0.000,-1
1758,0.000,0.000,0.000,0.000,0.000,-1
1759,0.000,0.000,0.000,0.000,0.000,-1
1760,0.000,0.000,0.000,0.000,0.000,-1
1761,0.000,0.000,0.000,0.000,0.000,-1
1762,0.000,0.000,0.000,0.000,0.000,-1
1763,0.000,0.000,0.000,0.000,0.000,-1
1764,0.000,0.000,0.000,0.000,0.000,-1
1765,0.000,0.000,0.000,0.000,0.000,-1
1766,0.000,0.000,0.000,0.000,0.000,-1
1767,0.000,0.000,0.000,0.000,0.000,-1
1768,0.000,0.000,0.000,0.000,0.000,-1
1769,0.000,0.000,0.000,0.000,0.000,-1
1770,0.000,0.000,0.000,0.000,0.000,-1
1771,0.000,0.000,0.000,0.000,0.000,-1
1772,0.000,0.000,0.000,0.000,0.000,-1
1773,0.000,0.000,0.000,0.000,0.000,-1
1774,0.000,0.000,0.000,0.000,0.000,-1
1775,0.000,0.000,0.000,0.000,0.000,-1
1776,0.000,0.000,0.000,0.000,0.000,-1
1777,0.000,0.000,0.000,0.000,0.000,-1
1778,0.000,0.000,0.000,0.000,0.000,-1
1779,0.000,0.000,0.000,0.000,0.000,-1
1780,0.000,0.000,0.000,0.000,0.000,-1
1781,0.000,0.000,0.000,0.000,0.000,-1
1782,0.000,0.000,0.000,0.000,0.000,-1
1783,0.000,0.000,0.000,0.000,0.000,-1
1784,0.000,0.000,0.000,0.000,0.000,-1
1785,0.000,0.000,0.000,0.000,0.000,-1
1786,0.000,0.000,0.000,0.000,0.000,-1
1787,0.000,0.000,0.000,0.000,0.000,-1
1788,0.000,0.000,0.000,0.000,0.000,-1
1789,0.000,0.000,0.000,0.000,0.000,-1
1790,0.000,0.000,0.000,0.000,0.000,-1
1791,0.000,0.000,0.000,0.000,0.000,-1
1792,0.000,0.000,0.000,0.000,0.000,-1
1793,0.000,0.000,0.000,0.000,0.000,-1
1794,0.000,0.000,0.000,0.000,0.000,-1
1795,0.000,0.000,0.000,0.000,0.000,-1
1796,0.000,0.000,0.000,0.000,0.000,-1
1797,0.000,0.000,0.000,0.000,0.000,-1
1798,0.000,0.000,0.000,0.000,0.000,-1
1799,0.000,0.000,0.000,0.000,0.000,-1
1800,0.000,0.000,0.000,0.000,0.000,-1
1801,0.000,0.000,0.000,0.000,0.000,-1
1802,0.000,0.000,0.000,0.000,0.000,-1
1803,0.000,0.000,0.000,0.000,0.000,-1
1804,0.000,0.000,0.000,0.000,0.000,-1
1805,0.000,0.000,0.000,0.000,0.000,-1
1806,0.000,0.000,0.000,0.000,0.000,-1
1807,0.000,0.000,0.000,0.000,0.000,-1
1808,0.000,0.000,0.000,0.000,0.000,-1
1809,0.000,0.000,0.000,0.000,0.000,-1
1810,0.000,0.000,0.000,0.000,0.000,-1
1811,0.000,0.000,0.000,0.000,0.000,-1
1812,0.000,0.000,0.000,0.000,0.000,-1
1813,0.000,0.000,0.000,0.000,0.000,-1
1814,0.000,0.000,0.000,0.000,0.000,-1
1815,0.000,0.000,0.000,0.000,0.000,-1
1816,0.000,0.000,0.000,0.000,0.000,-1
1817,0.000,0.000,0.000,0.000,0.000,-1
1818,0.000,0.000,0.000,0.000,0.000,-1
1819,0.000,0.000,0.000,0.000,0.000,-1
1820,0.000,0.000,0.000,0.000,0.000,-1
1821,0.000,0.000,0.000,0.000,0.000,-1
1822,0.000,0.000,0.000,0.000,0.000,-1
1823,0.000,0.000,0.000,0.000,0.000,-1
1824,0.000,0.000,0.000,0.000,0.000,-1
1825,0.000,0.000,0.000,0.000,0.000,-1
1826,0.000,0.000,0.000,0.000,0.000,-1
1827,0.000,0.000,0.000,0.000,0.000,-1
1828,0.000,0.000,0.000,0.000,0.000,-1
1829,0.000,0.000,0.000,0.000,0.000,-1
1830,0.000,0.000,0.000,0.000,0.000,-1
1831,0.000,0.000,0.000,0.000,0.000,-1
1832,0.000,0.000,0.000,0.000,0.000,-1
1833,0.000,0.000,0.000,0.000,0.000,-1
1834,0.000,0.000,0.000,0.000,0.000,-1
1835,0.000,0.000,0.000,0.000,0.000,-1
1836,0.000,0.000,0.000,0.000,0.000,-1
1837,0.000,0.000,0.000,0.000,0.000,-1
1838,0.000,0.000,0.000,0.000,0.000,-1
1839,0.000,0.000,0.000,0.000,0.000,-1
1840,0.000,0.000,0.000,0.000,0.000,-1
1841,0.000,0.000,0.000,0.000,0.000,-1
1842,0.000,0.000,0.000,0.000,0.000,-1
1843,0.000,0.000,0.000,0.000,0.000,-1
1844,0.000,0.000,0.000,0.000,0.000,-1
1845,0.000,0.000,0.000,0.000,0.000,-1
1846,0.000,0.000,0.000,0.000,0.000,-1
1847,0.000,0.000,0.000,0.000,0.000,-1
1848,0.000,0.000,0.000,0.000,0.000,-1
1849,0.000,0.000,0.000,0.000,0.000,-1
1850,0.000,0.000,0.000,0.000,0.000,-1
1851,0.000,0.000,0.000,0.000,0.000,-1
1852,0.000,0.000,0.000,0.000,0.000,-1
1853,0.000,0.000,0.000,0.000,0.000,-1
1854,0.000,0.000,0.000,0.000,0.000,-1
1855,0.000,0.000,0.000,0.000,0.000,-1
1856,0.000,0.000,0.000,0.000,0.000,-1
1857,0.000,0.000,0.000,0.000,0.000,-1
1858,0.000,0.000,0.000,0.000,0.000,-1
1859,0.000,0.000,0.000,0.000,0.000,-1
1860,0.000,0.000,0.000,0.000,0.000,-1
1861,0.000,0.000,0.000,0.000,0.000,-1
1862,0.000,0.000,0.000,0.000,0.000,-1
1863,0.000,0.000,0.000,0.000,0.000,-1
1864,0.000,0.000,0.000,0.000,0.000,-1
1865,0.000,0.000,0.000,0.000,0.000,-1
1866,0.000,0.000,0.000,0.000,0.000,-1
1867,0.000,0.000,0.000,0.000,0.000,-1
1868,0.000,0.000,0.000,0.000,0.000,-1
1869,0.000,0.000,0.000,0.000,0.000,-1
1870,0.000,0.000,0.000,0.000,0.000,-1
1871,0.000,0.000,0.000,0.000,0.000,-1
1872,0.000,0.000,0.000,0.000,0.000,-1
1873,0.000,0.000,0.000,0.000,0.000,-1
1874,0.000,0.000,0.000,0.000,0.000,-1
1875,0.000,0.000,0.000,0.000,0.000,-1
1876,0.000,0.000,0.000,0.000,0.000,-1
1877,0.000,0.000,0.000,0.000,0.000,-1
1878,0.000,0.000,0.000,0.000,0.000,-1
1879,0.000,0.000,0.000,0.000,0.000,-1
1880,0.000,0.000,0.000,0.000,0.000,-1
1881,0.000,0.000,0.000,0.000,0.000,-1
1882,0.000,0.000,0.000,0.000,0.000,-1
1883,0.000,0.000,0.000,0.000,0.000,-1
1884,0.000,0.000,0.000,0.000,0.000,-1
1885,0.000,0.000,0.000,0.000,0.000,-1
1886,0.000,0.000,0.000,0.000,0.000,-1
1887,0.000,0.000,0.000,0.000,0.000,-1
1888,0.000,0.000,0.000,0.000,0.000,-1
1889,0.000,0.000,0.000,0.000,0.000,-1
1890,0.000,0.000,0.000,0.000,0.000,-1
1891,0.000,0.000,0.000,0.000,0.000,-1
1892,0.000,0.000,0.000,0.000,0.000,-1
1893,0.000,0.000,0.000,0.000,0.000,-1
1894,0.000,0.000,0.000,0.000,0.000,-1
1895,0.000,0.000,0.000,0.000,0.000,-1
1896,0.000,0.000,0.000,0.000,0.000,-1
1897,0.000,0.000,0.000,0.000,0.000,-1
1898,0.000,0.000,0.000,0.000,0.000,-1
1899,0.000,0.000,0.000,0.000,0.000,-1
1900,0.000,0.000,0.000,0.000,0.000,-1
1901,0.000,0.000,0.000,0.000,0.000,-1
1902,0.000,0.000,0.000,0.000,0.000,-1
1903,0.000,0.000,0.000,0.000,0.000,-1
1904,0.000,0.000,0.000,0.000,0.000,-1
1905,0.000,0.000,0.000,0.000,0.000,-1
1906,0.000,0.000,0.000,0.000,0.000,-1
1907,0.000,0.000,0.000,0.000,0.000,-1
1908,0.000,0.000,0.000,0.000,0.000,-1
1909,0.000,0.000,0.000,0.000,0.000,-1
1910,0.000,0.000,0.000,0.000,0.000,-1
1911,0.000,0.000,0.000,0.000,0.000,-1
1912,0.000,0.000,0.000,0.000,0.000,-1
1913,0.000,0.000,0.000,0.000,0.000,-1
1914,0.000,0.000,0.000,0.000,0.000,-1
1915,0.000,0.000,0.000,0.000,0.000,-1
1916,0.000,0.000,0.000,0.000,0.000,-1
1917,0.000,0.000,0.000,0.000,0.000,-1
1918,0.000,0.000,0.000,0.000,0.000,-1
1919,0.000,0.000,0.000,0.000,0.000,-1
1920,0.000,0.000,0.000,0.000,0.000,-1
1921,0.000,0.000,0.000,0.000,0.000,-1
1922,0.000,0.000,0.000,0.000,0.000,-1
1923,0.000,0.000,0.000,0.000,0.000,-1
1924,0.000,0.000,0.000,0.000,0.000,-1
1925,0.000,0.000,0.000,0.000,0.000,-1
1926,0.000,0.000,0.000,0.000,0.000,-1
1927,0.000,0.000,0.000,0.000,0.000,-1
1928,0.000,0.000,0.000,0.000,0.000,-1
1929,0.000,0.000,0.000,0.000,0.000,-1
1930,0.000,0.000,0.000,0.000,0.000,-1
1931,0.000,0.000,0.000,0.000,0.000,-1
1932,0.000,0.000,0.000,0.000,0.000,-1
1933,0.000,0.000,0.000,0.000,0.000,-1
1934,0.000,0.000,0.000,0.000,0.000,-1
1935,0.000,0.000,0.000,0.000,0.000,-1
1936,0.000,0.000,0.000,0.000,0.000,-1
1937,0.000,0.000,0.000,0.000,0.000,-1
1938,0.000,0.000,0.000,0.000,0.000,-1
1939,0.000,0.000,0.000,0.000,0.000,-1
1940,0.000,0.000,0.000,0.000,0.000,-1
1941,0.000,0.000,0.000,0.000,0.000,-1
1942,0.000,0.000,0.000,0.000,0.800,-1
1943,0.000,0.000,0.000,0.000,0.630,-1
1944,0.000,0.000,0.000,0.000,0.467,-1
1945,0.000,0.000,0.000,0.000,0.301,-1
1946,0.000,0.000,0.000,0.000,0.127,-1
1947,0.000,0.000,0.000,0.000,0.800,-1
1948,0.000,0.000,0.000,0.000,0.720,-1
1949,0.000,0.000,0.000,0.000,0.562,-1
1950,0.000,0.000,0.000,0.000,0.401,-1
1951,0.000,0.000,0.000,0.000,0.240,-1
1952,0.000,0.000,0.000,0.000,0.770,-1
1953,0.000,0.000,0.000,0.000,0.596,-1
1954,0.000,0.000,0.000,0.000,0.425,-1
1955,0.000,0.000,0.000,0.000,0.254,-1
1956,0.000,0.000,0.000,0.000,0.085,-1
1957,0.000,0.000,0.000,0.000,0.000,-1
1958,0.000,0.000,0.000,0.000,0.000,-1
1959,0.000,0.000,0.000,0.000,0.000,-1
1960,0.000,0.000,0.000,0.000,0.000,-1
1961,0.000,0.000,0.000,0.000,0.000,-1
1962,0.000,0.000,0.000,0.000,0.000,-1
1963,0.000,0.000,0.000,0.000,0.000,-1
1964,0.000,0.000,0.000,0.000,0.000,-1
1965,0.000,0.000,0.000,0.000,0.000,-1
1966,0.000,0.000,0.000,0.000,0.000,-1
1967,0.000,0.000,0.000,0.000,0.000,-1
1968,0.000,0.000,0.000,0.000,0.000,-1
1969,0.000,0.000,0.000,0.000,0.000,-1
1970,0.000,0.000,0.000,0.000,0.000,-1
1971,0.000,0.000,0.000,0.000,0.000,-1
1972,0.000,0.000,0.000,0.000,0.000,-1
1973,0.000,0.000,0.000,0.000,0.000,-1
1974,0.000,0.000,0.000,0.000,0.000,-1
1975,0.000,0.000,0.000,0.000,0.000,-1
1976,0.000,0.000,0.000,0.000,0.000,-1
1977,0.000,0.000,0.000,0.000,0.000,-1
1978,0.000,0.000,0.000,0.000,0.000,-1
1979,0.000,0.000,0.000,0.000,0.000,-1
1980,0.000,0.000,0.000,0.000,0.000,-1
1981,0.000,0.000,0.000,0.000,0.000,-1
1982,0.000,0.000,0.000,0.000,0.000,-1
1983,0.000,0.000,0.000,0.000,0.000,-1
1984,0.000,0.000,0.000,0.000,0.800,-1
1985,0.000,0.000,0.000,0.000,0.774,-1
1986,0.000,0.000,0.000,0.000,0.607,-1
1987,0.000,0.000,0.000,0.000,0.439,-1
1988,0.000,0.000,0.000,0.000,0.266,-1
1989,0.000,0.000,0.000,0.000,0.800,-1
1990,0.000,0.000,0.000,0.000,0.800,-1
1991,0.000,0.000,0.000,0.000,0.800,-1
1992,0.000,0.000,0.000,0.000,0.800,-1
1993,0.000,0.000,0.000,0.000,0.620,-1
1994,0.000,0.000,0.000,0.000,0.449,-1
1995,0.000,0.000,0.000,0.000,0.279,-1
1996,0.000,0.000,0.000,0.000,0.113,-1
1997,0.000,0.000,0.000,0.000,0.800,-1
1998,0.000,0.000,0.000,0.000,0.800,-1
1999,0.000,0.000,0.000,0.000,0.800,-1
2000,0.000,0.000,0.000,0.000,0.800,-1
2001,0.000,0.000,0.000,0.000,0.800,-1
2002,0.000,0.000,0.000,0.000,0.800,-1
2003,0.000,0.000,0.000,0.000,0.800,-1
2004,0.000,0.000,0.000,0.000,0.800,-1
2005,0.000,0.000,0.000,0.000,0.800,-1
2006,0.000,0.000,0.000,0.000,0.717,-1
2007,0.000,0.000,0.000,0.000,0.771,-1
2008,0.000,0.000,0.000,0.000,0.607,-1
2009,0.000,0.000,0.000,0.000,0.444,-1
2010,0.000,0.000,0.000,0.000,0.745,-1
2011,0.000,0.000,0.000,0.000,0.584,-1
2012,0.000,0.000,0.000,0.000,0.420,-1
2013,0.000,0.000,0.000,0.000,0.254,-1
2014,0.000,0.000,0.000,0.000,0.800,-1
2015,0.000,0.000,0.000,0.000,0.800,-1
2016,0.000,0.000,0.000,0.000,0.800,-1
2017,0.000,0.000,0.000,0.000,0.719,-1
2018,0.000,0.000,0.000,0.000,0.800,-1
2019,0.000,0.000,0.000,0.000,0.800,-1
2020,0.000,0.000,0.000,0.000,0.800,-1
2021,0.000,0.000,0.000,0.000,0.800,-1
2022,0.000,0.000,0.000,0.000,0.800,-1
2023,0.000,0.000,0.000,0.000,0.800,-1
2024,0.000,0.000,0.000,0.000,0.800,-1
2025,0.000,0.000,0.000,0.000,0.800,-1
2026,0.000,0.000,0.000,0.000,0.744,-1
2027,0.000,0.000,0.000,0.000,0.580,-1
2028,0.000,0.000,0.000,0.000,0.800,-1
2029,0.000,0.000,0.000,0.000,0.800,-1
2030,0.000,0.000,0.000,0.000,0.800,-1
2031,0.000,0.000,0.000,0.000,0.800,-1
2032,0.000,0.000,0.000,0.000,0.741,-1
2033,0.000,0.000,0.000,0.000,0.800,-1
2034,0.000,0.000,0.000,0.000,0.714,-1
2035,0.000,0.000,0.000,0.000,0.548,-1
2036,0.000,0.000,0.000,0.000,0.800,-1
2037,0.000,0.000,0.000,0.000,0.693,-1
2038,0.000,0.000,0.000,0.000,0.800,-1
2039,0.000,0.000,0.000,0.000,0.800,-1
2040,0.000,0.000,0.000,0.000,0.634,-1
2041,0.000,0.000,0.000,0.000,0.470,-1
2042,0.000,0.000,0.000,0.000,0.800,-1
2043,0.000,0.000,0.000,0.000,0.800,-1
2044,0.000,0.000,0.000,0.000,0.800,-1
2045,0.000,0.000,0.000,0.000,0.800,-1
2046,0.000,0.000,0.000,0.000,0.800,-1
2047,0.000,0.000,0.000,0.000,0.691,-1
2048,0.000,0.000,0.000,0.000,0.800,-1
2049,0.000,0.000,0.000,0.000,0.800,-1
2050,0.000,0.000,0.000,0.000,0.800,-1
2051,0.000,0.000,0.000,0.000,0.800,-1
2052,0.000,0.000,0.000,0.000,0.773,-1
2053,0.000,0.000,0.000,0.000,0.800,-1
2054,0.000,0.000,0.000,0.000,0.621,-1
2055,0.000,0.000,0.000,0.000,0.445,-1
2056,0.000,0.000,0.000,0.000,0.268,-1
2057,0.000,0.000,0.000,0.000,0.097,-1
2058,0.000,0.000,0.000,0.000,0.000,-1
2059,0.000,0.000,0.000,0.000,0.000,-1
2060,0.000,0.000,0.000,0.000,0.000,-1
2061,0.000,0.000,0.000,0.000,0.000,-1
2062,0.000,0.000,0.000,0.000,0.000,-1
2063,0.000,0.000,0.000,0.000,0.000,-1
2064,0.000,0.000,0.000,0.000,0.000,-1
2065,0.000,0.000,0.000,0.000,0.000,-1
2066,0.000,0.000,0.000,0.000,0.000,-1
2067,0.000,0.000,0.000,0.000,0.000,-1
2068,0.000,0.000,0.000,0.000,0.000,-1
2069,0.000,0.000,0.000,0.000,0.000,-1
2070,0.000,0.000,0.000,0.000,0.000,-1
2071,0.000,0.000,0.000,0.000,0.000,-1
2072,0.000,0.000,0.000,0.000,0.000,-1
2073,0.000,0.000,0.000,0.000,0.000,-1
2074,0.000,0.000,0.000,0.000,0.000,-1
2075,0.000,0.000,0.000,0.000,0.000,-1
2076,0.000,0.000,0.000,0.000,0.000,-1
2077,0.000,0.000,0.000,0.000,0.000,-1
2078,0.000,0.000,0.000,0.000,0.000,-1
2079,0.000,0.000,0.000,0.000,0.000,-1
2080,0.000,0.000,0.000,0.000,0.000,-1
2081,0.000,0.000,0.000,0.000,0.000,-1
2082,0.000,0.000,0.000,0.000,0.000,-1
2083,0.000,0.000,0.000,0.000,0.000,-1
2084,0.000,0.000,0.000,0.000,0.000,-1
2085,0.000,0.000,0.000,0.000,0.000,-1
2086,0.000,0.000,0.000,0.000,0.000,-1
2087,0.000,0.000,0.000,0.000,0.000,-1
2088,0.000,0.000,0.000,0.000,0.000,-1
2089,0.000,0.000,0.000,0.000,0.000,-1
2090,0.000,0.000,0.000,0.000,0.000,-1
2091,0.000,0.000,0.000,0.000,0.000,-1
2092,0.000,0.000,0.000,0.000,0.000,-1
2093,0.000,0.000,0.000,0.000,0.000,-1
2094,0.000,0.000,0.000,0.000,0.000,-1
2095,0.000,0.000,0.000,0.000,0.000,-1
2096,0.000,0.000,0.000,0.000,0.000,-1
2097,0.000,0.000,0.000,0.000,0.000,-1
2098,0.000,0.000,0.000,0.000,0.000,-1
2099,0.000,0.000,0.000,0.000,0.000,-1
2100,0.000,0.000,0.000,0.000,0.000,-1
2101,0.000,0.000,0.000,0.000,0.000,-1
2102,0.000,0.000,0.000,0.000,0.000,-1
2103,0.000,0.000,0.000,0.000,0.000,-1
2104,0.000,0.000,0.000,0.000,0.000,-1
2105,0.000,0.000,0.000,0.000,0.000,-1
2106,0.000,0.000,0.000,0.000,0.000,-1
2107,0.000,0.000,0.000,0.000,0.000,-1
2108,0.000,0.000,0.000,0.000,0.000,-1
2109,0.000,0.000,0.000,0.000,0.000,-1
2110,0.000,0.000,0.000,0.000,0.000,-1
2111,0.000,0.000,0.000,0.000,0.000,-1
2112,0.000,0.000,0.000,0.000,0.000,-1
2113,0.000,0.000,0.000,0.000,0.000,-1
2114,0.000,0.000,0.000,0.000,0.000,-1
2115,0.000,0.000,0.000,0.000,0.000,-1
2116,0.000,0.000,0.000,0.000,0.000,-1
2117,0.000,0.000,0.000,0.000,0.000,-1
2118,0.000,0.000,0.000,0.000,0.000,-1
2119,0.000,0.000,0.000,0.000,0.000,-1
2120,0.000,0.000,0.000,0.000,0.000,-1
2121,0.000,0.000,0.000,0.000,0.000,-1
2122,0.000,0.000,0.000,0.000,0.000,-1
2123,0.000,0.000,0.000,0.000,0.000,-1
2124,0.000,0.000,0.000,0.000,0.000,-1
2125,0.000,0.000,0.000,0.000,0.000,-1
2126,0.000,0.000,0.000,0.000,0.000,-1
2127,0.000,0.000,0.000,0.000,0.000,-1
2128,0.000,0.000,0.000,0.000,0.000,-1
2129,0.000,0.000,0.000,0.000,0.000,-1
2130,0.000,0.000,0.000,0.000,0.776,-1
2131,0.000,0.000,0.000,0.000,0.622,-1
2132,0.000,0.000,0.000,0.000,0.450,-1
2133,0.000,0.000,0.000,0.000,0.294,-1
2134,0.000,0.000,0.000,0.000,0.134,-1
2135,0.000,0.000,0.000,0.000,0.000,-1
2136,0.000,0.000,0.000,0.000,0.774,-1
2137,0.000,0.000,0.000,0.000,0.613,-1
2138,0.000,0.000,0.000,0.000,0.449,-1
2139,0.000,0.000,0.000,0.000,0.294,-1
2140,0.000,0.000,0.000,0.000,0.138,-1
2141,0.000,0.000,0.000,0.000,0.800,-1
2142,0.000,0.000,0.000,0.000,0.800,-1
2143,0.000,0.000,0.000,0.000,0.800,-1
2144,0.000,0.000,0.000,0.000,0.800,-1
2145,0.000,0.000,0.000,0.000,0.800,-1
2146,0.000,0.000,0.000,0.000,0.724,-1
2147,0.000,0.000,0.000,0.000,0.571,-1
2148,0.000,0.000,0.000,0.000,0.417,-1
2149,0.000,0.000,0.000,0.000,0.800,-1
2150,0.000,0.000,0.000,0.000,0.646,-1
2151,0.000,0.000,0.000,0.000,0.495,-1
2152,0.000,0.000,0.000,0.000,0.342,-1
2153,0.000,0.000,0.000,0.000,0.800,-1
2154,0.000,0.000,0.000,0.000,0.800,-1
2155,0.000,0.000,0.000,0.000,0.800,-1
2156,0.000,0.000,0.000,0.000,0.800,-1
2157,0.000,0.000,0.000,0.000,0.800,-1
2158,0.000,0.000,0.000,0.000,0.800,-1
2159,0.000,0.000,0.000,0.000,0.800,-1
2160,0.000,0.000,0.000,0.000,0.675,-1
2161,0.000,0.000,0.000,0.000,0.501,-1
2162,0.000,0.000,0.000,0.000,0.348,-1
2163,0.000,0.000,0.000,0.000,0.197,-1
2164,0.000,0.000,0.000,0.000,0.024,-1
2165,0.000,0.000,0.000,0.000,0.000,-1
2166,0.000,0.000,0.000,0.000,0.000,-1
2167,0.000,0.000,0.000,0.000,0.000,-1
2168,0.000,0.000,0.000,0.000,0.000,-1
2169,0.000,0.000,0.000,0.000,0.000,-1
2170,0.000,0.000,0.000,0.000,0.800,-1
2171,0.000,0.000,0.000,0.000,0.800,-1
2172,0.000,0.000,0.000,0.000,0.800,-1
2173,0.000,0.000,0.000,0.000,0.800,-1
2174,0.000,0.000,0.000,0.000,0.726,-1
2175,0.000,0.000,0.000,0.000,0.564,-1
2176,0.000,0.000,0.000,0.000,0.402,-1
2177,0.000,0.000,0.000,0.000,0.248,-1
2178,0.000,0.000,0.000,0.000,0.096,-1
2179,0.000,0.000,0.000,0.000,0.000,-1
2180,0.000,0.000,0.000,0.000,0.000,-1
2181,0.000,0.000,0.000,0.000,0.000,-1
2182,0.000,0.000,0.000,0.000,0.000,-1
2183,0.000,0.000,0.000,0.000,0.800,-1
2184,0.000,0.000,0.000,0.000,0.673,-1
2185,0.000,0.000,0.000,0.000,0.515,-1
2186,0.000,0.000,0.000,0.000,0.362,-1
2187,0.000,0.000,0.000,0.000,0.208,-1
2188,0.000,0.000,0.000,0.000,0.055,-1
2189,0.000,0.000,0.000,0.000,0.000,-1
2190,0.000,0.000,0.000,0.000,0.000,-1
2191,0.000,0.000,0.000,0.000,0.000,-1
2192,0.000,0.000,0.000,0.000,0.000,-1
2193,0.000,0.000,0.000,0.000,0.000,-1
2194,0.000,0.000,0.000,0.000,0.000,-1
2195,0.000,0.000,0.000,0.000,0.000,-1
2196,0.000,0.000,0.000,0.000,0.800,-1
2197,0.000,0.000,0.000,0.000,0.776,-1
2198,0.000,0.000,0.000,0.000,0.600,-1
2199,0.000,0.000,0.000,0.000,0.449,-1
2200,0.000,0.000,0.000,0.000,0.275,-1
2201,0.000,0.000,0.000,0.000,0.800,-1
2202,0.000,0.000,0.000,0.000,0.752,-1
2203,0.000,0.000,0.000,0.000,0.598,-1
2204,0.000,0.000,0.000,0.000,0.427,-1
2205,0.000,0.000,0.000,0.000,0.251,-1
2206,0.000,0.000,0.000,0.000,0.100,-1
2207,0.000,0.000,0.000,0.000,0.000,-1
2208,0.000,0.000,0.000,0.000,0.000,-1
2209,0.000,0.000,0.000,0.000,0.000,-1
2210,0.000,0.000,0.000,0.000,0.000,-1
2211,0.000,0.000,0.000,0.000,0.000,-1
2212,0.000,0.000,0.000,0.000,0.000,-1
2213,0.000,0.000,0.000,0.000,0.000,-1
2214,0.000,0.000,0.000,0.000,0.000,-1
2215,0.000,0.000,0.000,0.000,0.000,-1
2216,0.000,0.000,0.000,0.000,0.000,-1
2217,0.000,0.000,0.000,0.000,0.000,-1
2218,0.000,0.000,0.000,0.000,0.000,-1
2219,0.000,0.000,0.000,0.000,0.000,-1
2220,0.000,0.000,0.000,0.000,0.000,-1
2221,0.000,0.000,0.000,0.000,0.000,-1
2222,0.000,0.000,0.000,0.000,0.000,-1
2223,0.000,0.000,0.000,0.000,0.000,-1
2224,0.000,0.000,0.000,0.000,0.000,-1
2225,0.000,0.000,0.000,0.000,0.000,-1
2226,0.000,0.000,0.000,0.000,0.000,-1
2227,0.000,0.000,0.000,0.000,0.000,-1
2228,0.000,0.000,0.000,0.000,0.000,-1
2229,0.000,0.000,0.000,0.000,0.000,-1
2230,0.000,0.000,0.000,0.000,0.000,-1
2231,0.000,0.000,0.000,0.000,0.000,-1
2232,0.000,0.000,0.000,0.000,0.000,-1
2233,0.000,0.000,0.000,0.000,0.000,-1
2234,0.000,0.000,0.000,0.000,0.000,-1
2235,0.000,0.000,0.000,0.000,0.000,-1
2236,0.000,0.000,0.000,0.000,0.000,-1
2237,0.000,0.000,0.000,0.000,0.000,-1
